RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name
RGI60-11.02240,G008225E46343N,20030799,20030999,   8.224550000,  46.342900000,11, 1,         0.011, 2281, 2332, 2303, 19.7, 333,    -9, 0, 0, 0, 0, 9, 9,
RGI60-11.02241,G007251E46332N,20030799,20030999,   7.251130000,  46.331700000,11, 1,         0.019, 2683, 2735, 2716, 20.1, 355,   168, 0, 0, 0, 0, 9, 9,
RGI60-11.02242,G009915E46339N,20030799,20030999,   9.915260000,  46.338500000,11, 1,         0.443, 2628, 2984, 2852, 22.9, 321,  1033, 0, 0, 0, 0, 9, 9,
RGI60-11.02243,G009722E46343N,20030799,20030999,   9.721800000,  46.342900000,11, 1,         0.013, 2943, 3033, 2980, 39.0,  35,   106, 0, 0, 0, 0, 9, 9,
RGI60-11.02244,G007213E46327N,20030799,20030999,   7.213080000,  46.327000000,11, 1,         0.347, 2703, 2864, 2815, 13.4, 340,   664, 0, 0, 0, 0, 9, 9,
RGI60-11.02245,G009701E46309N,20030799,20030999,   9.701080000,  46.308500000,11, 1,         6.887, 2237, 3294, 2745, 18.4, 354,  5988, 0, 0, 0, 0, 9, 9,
RGI60-11.02246,G009721E46338N,20030799,20030999,   9.720730000,  46.338100000,11, 1,         0.116, 2858, 3087, 2977, 26.3, 263,   455, 0, 0, 0, 0, 9, 9,
RGI60-11.02247,G009905E46337N,20030799,20030999,   9.905380000,  46.337300000,11, 1,         0.013, 2645, 2720, 2690, 29.5, 334,   125, 0, 0, 0, 0, 9, 9,
RGI60-11.02248,G009784E46338N,20030799,20030999,   9.784260000,  46.337500000,11, 1,         0.014, 3066, 3201, 3110, 47.7, 141,   127, 0, 0, 0, 0, 9, 9,
RGI60-11.02249,G007225E46320N,20030799,20030999,   7.225360000,  46.320200000,11, 1,         2.890, 2497, 2971, 2772,  9.3,  84,  2673, 0, 0, 0, 0, 9, 9,
RGI60-11.02250,G008226E46337N,20030799,20030999,   8.226370000,  46.336500000,11, 1,         0.014, 2830, 2918, 2880, 30.8,   2,   127, 0, 0, 0, 0, 9, 9,
RGI60-11.02251,G008221E46334N,20030799,20030999,   8.220510000,  46.333700000,11, 1,         0.090, 2742, 3002, 2923, 25.2, 325,   518, 0, 0, 0, 0, 9, 9,
RGI60-11.02252,G008231E46336N,20030799,20030999,   8.231100000,  46.336300000,11, 1,         0.013, 2756, 2841, 2796, 38.2, 127,   158, 0, 0, 0, 0, 9, 9,
RGI60-11.02253,G009781E46336N,20030799,20030999,   9.780870000,  46.335500000,11, 1,         0.054, 3069, 3265, 3212, 32.2, 136,   250, 0, 0, 0, 0, 9, 9,
RGI60-11.02254,G007205E46319N,20030799,20030999,   7.205450000,  46.319400000,11, 1,         0.226, 2567, 2845, 2739, 23.6, 322,   630, 0, 0, 0, 0, 9, 9,
RGI60-11.02255,G009681E46333N,20030799,20030999,   9.680960000,  46.333300000,11, 1,         0.014, 2925, 2961, 2946, 16.8, 279,   135, 0, 0, 0, 0, 9, 9,
RGI60-11.02256,G009720E46332N,20030799,20030999,   9.719570000,  46.332200000,11, 1,         0.016, 2643, 2704, 2677, 18.9, 214,   168, 0, 0, 0, 0, 9, 9,
RGI60-11.02257,G009685E46332N,20030799,20030999,   9.684530000,  46.331500000,11, 1,         0.028, 2812, 2914, 2862, 21.9,  57,   305, 0, 0, 0, 0, 9, 9,
RGI60-11.02258,G008228E46330N,20030799,20030999,   8.227510000,  46.329500000,11, 1,         0.043, 2676, 2911, 2718, 32.1,  96,   309, 0, 0, 0, 0, 9, 9,
RGI60-11.02259,G009714E46328N,20030799,20030999,   9.714480000,  46.328100000,11, 1,         0.086, 2564, 2652, 2604, 20.1, 318,   202, 0, 0, 0, 0, 9, 9,
RGI60-11.02260,G010443E46319N,20030799,20030999,  10.442700000,  46.319300000,11, 1,         0.057, 2903, 3079, 2995, 27.7,  49,   404, 0, 0, 0, 0, 9, 9,
RGI60-11.02261,G007201E46309N,20030799,20030999,   7.200680000,  46.309200000,11, 1,         0.881, 2852, 3179, 3043, 18.0,  99,   731, 0, 0, 0, 0, 9, 9,
RGI60-11.02262,G007201E46315N,20030799,20030999,   7.200980000,  46.314800000,11, 1,         0.018, 2777, 2952, 2846, 48.9, 343,   158, 0, 0, 0, 0, 9, 9,
RGI60-11.02263,G007204E46315N,20030799,20030999,   7.203700000,  46.314700000,11, 1,         0.023, 2846, 2963, 2919, 30.0, 333,   175, 0, 0, 0, 0, 9, 9,
RGI60-11.02264,G008230E46326N,20030799,20030999,   8.230450000,  46.325700000,11, 1,         0.035, 2679, 2785, 2737, 23.1,  79,   270, 0, 0, 0, 0, 9, 9,
RGI60-11.02265,G007219E46314N,20030799,20030999,   7.219290000,  46.313600000,11, 1,         0.035, 2843, 2860, 2846,  3.5,  56,   112, 0, 0, 0, 0, 9, 9,
RGI60-11.02266,G009685E46326N,20030799,20030999,   9.684780000,  46.325600000,11, 1,         0.051, 2820, 2919, 2877, 22.8, 286,   255, 0, 0, 0, 0, 9, 9,
